"","Ligne.Incidentologie","Ligne.Q.qualif","Ligne.Approfondissement.Incident","NBINCI1","INCIFREQ1","NBINCI2","INCIFREQ2","NBINCI3","INCIFREQ3","NBINCI4","INCIFREQ4","NBINCI5","INCIFREQ5","NBINCI6","INCIFREQ6","NBINCI7","INCIFREQ7","NBINCI8","INCIFREQ8","NBINCI9","INCIFREQ9","NBINCI10","INCIFREQ10","NBINCI11","INCIFREQ11","NBINCI12","INCIFREQ12","AUTRESINCI","NBAUTRESINCI","TOTAL_INC","DESCAUTREINCI1","DESCAUTREINCI2","DESCAUTREINCI3","DESCAUTREINCI4","DESCAUTREINCI5","DESCAUTREINCI6","DESCAUTREINCI7","DESCAUTREINCI8","DESCAUTREINCI9","DESCAUTREINCI10","EXPCYCLO","EXP125","EXPGC","ACCORDNEXTQ","CHOIXINCI","RGPMTINCI","CHOIX1","CHOIX2","CHOIX3","CHOIX4","CHOIX5","CHOIX6","CHOIX7","DESCRIPTION","RUPTURE","FAITS","ABS_REACTION","IMPACT_COMPORTEMENT","COMPORTEMENT_PRECISION","AUTRE_USAGER","REACTION_AUTRE_USAGER","CONNAISSANCE_REACTIOn_USAGER","DIFFICULTES","AGGRAVATION","AGGRAVATION_PRECISION","EMOTION1","EMOTION2","EMOTION3","EMOTION4","EMOTION5","EMOTION6","AUTRE_SENTIMENT","CL_EMOTION1","CL_EMOTION2","CL_EMOTION3","CL_EMOTION4","CL_EMOTION5","CL_EMOTION6","CL_EMOTION9","EXPL_EMOTION","BIEN_EQUIPE","ALLURE","ALLURE_VITE_DETAIL","ALLURE_LENTE_DETAIL","SIT_CONDUITE1","SIT_CONDUITE2","SIT_CONDUITE3","SIT_CONDUITE4","SIT_CONDUITE5","SIT_CONDUITE6","SIT_CONDUITE7","SIT_CONDUITE8","HUMEUR1","HUMEUR2","HUMEUR3","HUMEUR4","HUMEUR5","CONTRIBUTION1","CONTRIBUTION2","CONTRIBUTION3","CONTRIBUTION4","CONTRIBUTION5","CONTRIBUTION6","CONTRIBUTION7","CONTRIBUTION8","CONTRIBUTION9","ROLE_INFRA","ELEMENT_INFRA1","ELEMENT_INFRA2","ELEMENT_INFRA3","ELEMENT_INFRA4","ELEMENT_INFRA5","ELEMENT_INFRA6","ELEMENT_INFRA7","ELEMENT_INFRA8","MEDICAMENTS","ALCOOL","TX_ALCOOL","STUP","SEMAINE","MOMENT_JOURNEE","TEMPS","CAUSE_ACC1","CAUSE_ACC2","CAUSE_ACC3","CAUSE_ACC4","CAUSE_ACC5","FORMATION_CAUSE","FORMATION1","FORMATION2","FORMATION3","FORMATION4","TRAFIC","CHAUSSEE1","CHAUSSEE2","CHAUSSEE3","CHAUSSEE4","TRAJET","TYPE_ROUTE","MOTIF","SENS_TRAJET","PASSAGER","VITESSE","DESC_EQUIPEMENT1","DESC_EQUIPEMENT2","DESC_EQUIPEMENT3","DESC_EQUIPEMENT4","DESC_EQUIPEMENT5","DESC_EQUIPEMENT6","DESC_EQUIPEMENT7","DESC_EQUIPEMENT8","DESC_EQUIPEMENT9","DESC_EQUIPEMENT10","HABITUDE1","HABITUDE2","HABITUDE3","HABITUDE4","HABITUDE5","HABITUDE6","MARQUE","CYLINDREE","MODELE","GTA","SEGMENT","APPELLATION","OPTION","SIDE","EQ_2RM1","EQ_2RM2","EQ_2RM3","EQ_2RM4","EQ_2RM5","EQ_2RM6","EQ_2RM7","EQ_2RM8","EQ_2RM9","EQ_2RM10","KM","POINTS","DUREE","AUTRE_2RM","VEH_PREC_MARQUE","VEH_PREC_CYLINDREE","VEH_PREC_MODELE","VEH_PREC_GTA","VEH_PREC_SEGMENT","VEH_PREC_APPELLATION","VEH_PREC_OPTION","VEH_PREC_SIDE","TEMPS_2RM1","FREQ_2RM1","DATE_NAISS","CSP","SOCIETAIRE","SALARIE","SECTEUR2RM","NBPERSFOYER","SITFAM","NBENF","TRNBENF1","TRNBENF2","TRNBENF3","TRNBENF4","NBAUTOFOYER","NBCYCLOFOYER","NBSCOOTFOYER","NBMOTOFOYER","NBTRIKEFOYER","NB2RMCONDUIT","MARQUE1","CYLINDREE1","MODELE1","SEGMENT1","SIDE1","ANMISECIRCU1","ASS1","FREQ1","USAGE1","NBKM1","GARAGE1","MARQUE2","CYLINDREE2","MODELE2","SEGMENT2","SIDE2","ANMISECIRCU2","ASS2","FREQ2","USAGE2","NBKM2","GARAGE2","MARQUE3","CYLINDREE3","MODELE3","SEGMENT3","SIDE3","ANMISECIRCU3","ASS3","FREQ3","USAGE3","NBKM3","GARAGE3","MARQUE4","CYLINDREE4","MODELE4","SEGMENT4","SIDE4","ANMISECIRCU4","ASS4","FREQ4","USAGE4","NBKM4","GARAGE4","MARQUE5","CYLINDREE5","MODELE5","SEGMENT5","SIDE5","ANMISECIRCU5","ASS5","FREQ5","USAGE5","NBKM5","GARAGE5","NBKMTOT","PERMIS1","PERMIS2","PERMIS3","PERMIS4","PERMIS5","PERMIS6","PERMIS7","PERMIS8","PERMIS9","ANPERMIS1","ANPERMIS6","ANPERMIS7","ANPERMIS2","ANPERMIS3","ANPERMIS8","ANPERMIS9","ANPERMIS4","ANPERMIS5","X","X.1","X.2","isScooter"
"729",575,4697,"348V2",1,5,0,6,0,5,0,1,2,5,0,5,0,1,2,4,1,5,0,2,2,5,0,2,1,10,18,"Véhicule parqué à gauche, conducteur sortant de derrière sur la route.","Voiture à gauche dans un giratoire, sortant à droite en coupant les 2 pistes, sans clignotants et sans regarder.","En étant dans le giratoire, voiture forçant le passage, en vitesse excessive.","Voiture qui colle dans un village, en ayant manifestement roulé en excès de vitesse dans ce village.","Camion qui n' accélère pas assez dans l' entrée d' une 2x2 voies et qui se déporte à gauche quand on le dépasse ( obligation d' être en excès de vitesse )","Sur 2x2 voies, voiture qui se rabat en queue-de-poisson et freine.","A la fin de la 2x2 voies, série de véhicules qui dépassent et se rabattent en force.","Fourgon qui oublie un stop.","Voiture qui se déporte sur la gauche et fait des grands gestes en s' arrêtant.",NA,"3","3",34,1,5,"Vou","5","6","","",NA,NA,NA,"Le non-respect des priorités est très courant de la part de beaucoup d' usagers de la route. J' ai déjà subi 3 accidents avec fractures sans faute de ma part. Le seul moyen, en moto, de se faire entendre dans ces cas là est d' être très agressif envers le fautif, voire menaçant. Il est très facile de répéter les erreurs et de s' excuser par la suite, ça ne répare pas les dégâts physiques et moraux ( voire financiers ).","La mauvaise volonté et la mauvaise foi des fautifs, qui ne "" ne nous on pas vu "", alors qu' ils n' ont même pas tournés la tête de notre côté. Et comme les coups de claxson ne servent qu' à dire bonjour, personne ne les écoute !","Freins, rétros ( pour celui de derrière ... ) et évitement si possible. Généralement, ça passe très ( trop ? ) près ...","NRP","2","J' en tiens compte en permanence.","0","","","","","","9","",NA,NA,NA,NA,"De la colère contre la formation très incomplète des automobilistes.","",NA,"",NA,NA,NA,1,"Par l' habitude de devoir gérer les erreurs des autres.","4","3","","","1","1","2","4","3","1","1","1","1",1,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"1","1","4","","","2","1","","","",1,"2","3",NA,0,70,1,10,2,3,4,NA,NA,NA,NA,NA,"4","4","4","4","4","4","HONDA","250","XL-R","367","TRAIL / SUPERMOTARD","HONDA, 250 XL-R","1","2","1","1",1,1,1,1,1,1,1,1,"35000","NSP",4,1,"HONDA","650","DOMINATOR","418","TRAIL / SUPERMOTARD","HONDA, 650 DOMINATOR","1","2","4","4","05NOV1957","9","1","3","2",2,3,NA,"NRP","","","",2,0,0,2,0,2,"HONDA",600,"TRANSALP","TRAIL / SUPERMOTARD","2","1991","26",2,1,5000,"AUT|Garage privé","HONDA","400","XR-R","TOUT TERRAIN (TRIAL, ENDURO, CROSS)","2","1996",37,3,1,5000,"AUT|Garage privé","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1980","NRP","NRP","1980","NRP","","","","Motorcycle"
"730",144,4703,"",0,3,0,2,2,4,1,3,0,3,0,4,0,3,1,4,3,4,0,3,2,5,0,4,0,NA,9,"","","","","","","","","",NA,"36","2",34,1,11,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","15JUN1956","7","1","3","2",2,3,NA,"NRP","","","",1,0,0,2,0,2,"HONDA",1000,"VARADERO IE","TRAIL / SUPERMOTARD","2","2006","37",1,2,9200,"7","BFG","1300","BFG SIDE CAR","SIDE-CAR / TRIKE","1","1982",37,4,1,100,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",9300,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1978","NRP","NRP","1977","NRP","","","","Motorcycle"
"731",1377,4709,"118V1",0,4,0,3,0,4,0,3,0,4,0,3,0,3,0,2,1,5,0,3,0,4,0,3,1,2,3,"Voiture arrêtée dans un virage","Éclatement pneu camion sur autoroute","","","","","","","",NA,"2","0",20,1,9,"Vou","6","","","",NA,NA,NA,"Victime du classique 'Angle mort' de rétroviseur bien que je fais toujours attention à ce genre de situation mais la j'ai rien vu venir et évidemment pas de clignotant de la voiture.","La voiture ne m'a pas vu et a continué son changement de file. Sans réaction de ma part, il m'envoyait dans la rambarde de sécurité","Obligé de freiner brutalement pour éviter de me faire ""coincer"". Ensuite j'ai doublé la voiture en protestant au passage. une simple main levée en guise d'excuse...","NRP","2","J'anticipe les changements de file des véhicules puisque le clignotant est devenu facultatif, notamment dans les ronds points, j'observe la position des roues qui m'indique un changement de file","0","","","","","","1","2",NA,NA,NA,NA,"","2",1,"",NA,NA,NA,NA,"Surpris par la manoeuvre du véhicule","4","3","","","NSP","NSP","4","4","NSP","1","1","1","3",4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,2,1,1,10,90,0,0,0,"2","","","","","3","1","","","",2,"3","3",NA,1,140,1,2,3,4,7,9,NA,NA,NA,NA,"4","4","4","4","4","4","TRIUMPH","1050","SPEED TRIPLE","7208","ROADSTER","TRIUMPH, 1050 SPEED TRIPLE","1","2","1","1",1,1,1,1,1,1,1,1,"NSP","NSP",3,1,"SUZUKI","650","SV-N","3864","ROADSTER","SUZUKI, 650 SV-N","1","2","4","4","25JAN1964","5","1","3","2",2,2,1,"NRP","","","",1,0,0,1,0,1,"SUZUKI",650,"SV-N","ROADSTER","2","2001","37",2,2,6000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",6000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1983","NRP","NRP","1982","NRP","","","","Motorcycle"
"732",734,4710,"99V2",0,3,0,4,0,3,0,3,2,3,0,3,0,3,2,3,2,4,0,1,2,4,0,2,1,1,9,"depassement d'une voiture abandonnant une tentative de stationement.....stationement suffisament engagé pour justifier mon depassement !","","","","","","","","",NA,"3","0",41,1,8,"Vou","3","5","","",NA,NA,NA,"Pour sortir (trop tard ) de l'autoroute, l'automobiliste de la voie de gauche s'est brutalement rabattu devant moi en freinant, il y avait à ma droite un camion que je dépassais.","freinage d'urgence sans possibilité de trajectoire libre. Surprise du comportement de cet usager.","A vitesse réguliere 100 km/h environ un véhicule à gauche me dépasse,se rabat et  freine.... je freine....le camion que je dépassais me dépasse à son tour par la droite et la voiture se rabat sur la voie de droite puis de la bretelle de sortie.","NRP","2","J'etais et continue a être vigilant......je prends rarement ces grand axes (sortie de Grenoble )et roule rarement a grande vitesse.","0","","","","","","1","2",3,NA,NA,NA,"","1",2,"3",NA,NA,NA,NA,"les freinages d'urgence sont souvent source de derapage (de la roue avant sur la V strom)","3","3","","","1","3","3","4","1","1","1","1","1",3,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"NSP","","","","","2","1","","","",2,"3","3",NA,1,100,1,10,2,4,NA,NA,NA,NA,NA,NA,"4","4","4","4","4","4","SUZUKI","650","V-STROM","7048","TRAIL / SUPERMOTARD","SUZUKI, 650 V-STROM","1","2","1","1",1,1,1,1,1,1,1,1,"90000","12",4,1,"HONDA","600","TRANSALP 34CV","3378","TRAIL / SUPERMOTARD","HONDA, 600 TRANSALP 34CV","1","2","4","4","05OCT1955","12","1","3","2",2,3,NA,"NRP","","","",2,3,0,8,0,10,"SUZUKI",650,"V-STROM","TRAIL / SUPERMOTARD","2","2004","37",1,1,15000,"7","YAMAHA","1100","XS","ROADSTER","1","1979",37,4,1,1000,"7","SUZUKI","500","GS-E","ROADSTER","2","1998",37,3,1,5000,"7","OSSA",250,"TRIAL MICK ANDREWS REPLICA","TOUT TERRAIN (TRIAL / ENDURO / CROSS)",2,1977,37,3,1,1500,"7","FANTIC MOTOR",240,"301","TOUT TERRAIN (TRIAL, ENDURO, CROSS)",2,1987,37,4,1,500,"7",23000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1973","1973","NRP","NRP","1978","NRP","","","","Motorcycle"
"733",1343,4713,"",1,4,0,3,0,4,0,2,1,5,0,5,1,6,0,3,1,4,0,2,0,4,0,4,1,2,6,"perte de l'arrière dans un rond point car le goudron est en mauvais état, ""gondolé""","personne (femme dans un suv) qui veut doubler la file mais n'a pas la place  ni un delta de vitesse suffisant, puis la voie se rétrécit, me forçant à ralentir pour la laisser se rabattre sinon je serai surement parti dans le décor ! Et il n'y avait personne derrière moi...","","","","","","","",NA,"0","0",6,1,7,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","05OCT1982","11","2","3","2",1,1,NA,"NRP","","","",0,0,0,1,0,2,"HONDA",1000,"CB 1000R","ROADSTER","2","2008","37",2,1,8000,"7","HONDA","500","CB-S","ROADSTER","2","1998",37,2,1,6000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",14000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2005","NRP","NRP","2000","NRP","","","","Motorcycle"
"734",1550,4714,"1V1",1,4,0,5,1,5,0,4,3,5,0,4,0,5,0,2,0,2,0,5,0,3,0,2,1,0,5,"","","","","","","","","",NA,"2","1",16,1,5,"NRP","5","","","",NA,NA,NA,"NRP","NRP","NRP","2","3","","0","","","","","","2","",NA,NA,NA,NA,"","",1,"",NA,NA,NA,NA,"NRP","4","3","","","2","2","2","3","3","1","2","2","1",1,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,2,1,100,0,0,0,0,"1","4","","","","1","1","","","",1,"2","1",2,0,90,1,2,3,4,7,9,NA,NA,NA,NA,"4","4","4","4","4","4","HONDA","1000","VARADERO","3890","TRAIL / SUPERMOTARD","HONDA, 1000 VARADERO","1","2","1","0",1,1,1,1,1,1,1,1,"45000","12",4,1,"HONDA","650","TRANSALP","4180","TRAIL / SUPERMOTARD","HONDA, 650 TRANSALP","1","2","4","4","07AUG1959","7","1","3","2",3,4,1,"NRP","","","",3,6,0,2,0,4,"HONDA",1000,"VARADERO","TRAIL / SUPERMOTARD","2","2002","37",3,1,8000,"7","KAWASAKI","125","ELIMINATOR","CUSTOM","2","2000",33,3,1,1000,"7","YAMAHA","50","NEO'S","SCOOTER","2","2007",33,4,1,600,"7","MOTOBECANE",50,"AV65 (MTL)","ROADSTER",2,1961,33,4,1,250,"7","",NA,"","",NA,NA,NA,NA,NA,NA,"",9850,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1999","NRP","NRP","1982","NRP","","","","Motorcycle"
"735",1519,4716,"135V1",0,6,2,6,0,5,0,4,5,5,0,4,0,4,3,6,2,5,0,3,0,3,4,4,0,NA,16,"","","","","","","","","",NA,"5","1",19,1,2,"Vou","1","4","5","AUT|mon premier accident",NA,NA,NA,"J'étais en cyclo (il y a longtemps.. en 1978!). J'ai entrepris de doubler une voiture qui se trainait à 30 à l'heure dans une rue à sens unique (la vitesse autorisée en ville était 60 à l'époque).   Puis le type a relancé sa voiture un petit peu... puis a tourné à gauche... il y avait des travaux et un tas de briques sur le trottoir... j'ai donc choisi de taper la voiture.. .tout s'est passé très vite.. j'ai atterri sur le trottoir d'en face... quelques hématomes, et un bracelet montre cassé.. pédale tordue et carter défoncé pour la ""bleue""... rien de grave..  Depuis, je ne double plus une voiture en mouvement en ville, sauf s'il y a plusieurs file... même avec ma 1300cc qui réagit pourtant instantannément...","s'il n'y avait pas eu le tas de briques, j'aurais choisi de tomber sur le trottoir.  Dans ces situations, c'est fou comme le cerveau analyse très vite...","J'ai déjà tout expliqué.  L'autre conducteur était comme moi, il venait juste d'avoir son permis dans la même auto-école que moi... Et ça s'est passé juste devant l'auto-école, et le moniteur était justement en train de laver sa voiture!   C'est donc notre moniteur qui a servi de temoin et qui a aidé à établir le constat! J'avais le droit pour moi!  Mais j'ai eu bien peur! J'ai regretté à ce moment de ne pas avoir déjà une voiture!","AUT|j'ai géré le moindre mal... et après coup j'étais choqué","2","Comme je l'ai dit, je ne double plus sans m'être assuré que je peux le faire en toute sécurité. Et à l'approche d'un carrefour, je reste dans ma file en gardant mes distances, et en me décalant quand je suis en deux roues.","0","","","","","","9","",NA,NA,NA,NA,"Le sentiment que ça allait mal se finir. Certes mon cerveau a géré au mieux mais j'ai eu de la chance. Pendant l'évènement, je n'ai rien laché... par contre , après coup j'étais un peu perdu...","",NA,"",NA,NA,NA,1,"Difficile d'expliquer un truc qui se passe si vite. J'ai plutôt débriffé après coup pour essayer de comprendre ce que j'aurais pu éviter.","3","3","","","NSP","1","3","4","2","3","2","1","3",3,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,1,"AUT|la rue était en faux-plat et la mob manquait de puissance pour doubler plus rapidement","","","","",NA,NA,NA,2,2,NA,2,1,1,1,5,90,0,5,0,"2","","","","","1","1","","","",1,"1","3",NA,0,40,1,10,3,5,NA,NA,NA,NA,NA,NA,"4","4","4","4","4","4","MOTOCONFORT","50","AV68 (BLEUE)","11830","ROADSTER","MOTOCONFORT, 50 AV68 (BLEUE)","1","2","1","1",1,1,1,1,1,1,1,1,"12000","NSP",4,0,"","","","","","","","","","","23JAN1961","6","1","3","2",3,4,1,"NRP","","","",2,0,0,1,0,1,"YAMAHA",1300,"XJR","ROADSTER","2","2006","37",3,1,2500,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",2500,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1996","NRP","NRP","1979","NRP","","","","Motorcycle"
"736",1347,4718,"",1,4,2,5,1,5,1,4,2,5,0,2,0,3,1,3,2,4,0,2,0,2,4,5,0,NA,14,"","","","","","","","","",NA,"0","0",9,1,12,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","22OCT1980","5","1","3","2",1,1,NA,"NRP","","","",0,0,0,2,0,2,"KAWASAKI",750,"Z 750-N IE","ROADSTER","2","2006","37",1,2,18000,"7","KAWASAKI","1000","Z 1000 IE ABS","ROADSTER","2","2011",37,2,1,8000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",26000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2005","NRP","NRP","1998","NRP","","","","Motorcycle"
"737",262,4721,"",0,6,0,4,0,3,0,2,0,4,0,6,0,3,0,2,3,3,0,6,0,2,0,3,0,NA,3,"","","","","","","","","",NA,"4","0",15,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","30OCT1975","5","2","3","2",4,4,2,"NRP","","","",2,0,0,1,0,1,"YAMAHA",600,"FZ6-S FAZER ABS","ROADSTER","2","2008","8",2,2,17500,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",17500,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1999","NRP","NRP","1993","NRP","","","","Motorcycle"
"738",850,4722,"232V2",0,2,0,5,0,4,0,5,0,4,0,6,0,5,0,2,1,2,0,1,0,1,0,1,0,NA,1,"","","","","","","","","",NA,"2","3",35,1,9,"Vou","4","","","",NA,NA,NA,"Nous, motards, savons que nous devons ""gérer"" certaines situations des automobilistes,car nous sommes d'une extrême fragilité, nous ne pouvons pas nous mettre dans la tête d'un automobiliste qui serait distrait, ou n'aurait pas pris les précautions élémentaires avant de changer de direction. Plusieurs fois je me suis trouvé confronté à des situations ou l'automobiliste faisait le contraire de ce qu'il avait indiqué avec son clignotant, mais j'ai pris pour habitude de surveiller son regard dans son rétroviseur, ce qui m'a évité bien des situations ayant pût mal tourner. Dans un flux de circulation on ne peut que se baser sur l'anticipation en observant si une voiture fait plusieurs tentatives de dépassement ou mouvement latéraux, dans ce cas: méfiance.","Une situation d'urgence, pour moi, indique que le motard n'a pas suffisamment anticipé ou pris la mesure de la situation. Nous devons faire zéro faute de conduite être hyper concentré sur la route et envisager toutes les situations, mais c'est faisable.","AN TI CI PA TION et concentration un point c'est tout","NRP","2","Encore plus de concentration, et la situation est entrée dans ma base de données de méfiance","1","NSP","","Pas perçu le danger","NSP","","3","",NA,NA,NA,NA,"","",NA,"1",NA,NA,NA,NA,"Face à une situation classique n'étant pas particulièrement dangereuse à priori","3","3","","","NSP","2","4","4","3","1","1","1","1",4,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,1,"2","","","","",NA,NA,NA,2,2,NA,2,2,3,1,10,0,0,80,10,"NSP","","","","","3","1","","","",2,"1","3",NA,0,60,1,2,3,4,9,NA,NA,NA,NA,NA,"4","4","4","4","4","4","BMW","1000","R100RT","123","Routière / GT","BMW, 1000 R100RT","1","null","1","1",1,1,1,1,1,1,1,1,"60000","12",4,0,"","","","","","","","","","","14MAR1956","5","1","3","2",4,4,2,"NRP","","","",1,0,0,1,0,1,"BMW",1100,"R1100RT","Routière / GT","2","2001","37",3,1,9000,"4","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",9000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1975","1976","NRP","NRP","1975","NRP","","","","Motorcycle"
"739",1144,4724,"",0,2,1,4,0,3,0,2,3,5,0,4,3,4,1,2,1,3,2,3,2,4,5,5,1,2,20,"perte de controle de la moto a cause d'un revetement en mauvais etat","gravillon sur la route","","","","","","","",NA,"12","4",8,1,2,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","24MAY1966","5","1","3","2",3,4,1,"NRP","","","",1,0,0,2,0,2,"YAMAHA",1300,"XJR IE","ROADSTER","2","2003","37",2,1,15000,"7","HONDA","650","DOMINATOR","TRAIL / SUPERMOTARD","2","1998",37,3,1,2000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",17000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2005","NRP","NRP","1984","NRP","","","","Motorcycle"
"740",388,4726,"",1,4,0,6,0,5,0,6,1,5,0,4,1,6,0,5,3,4,0,6,0,5,1,4,1,1,8,"Ouverture d'une portière d'un véhicule en stationnement.","","","","","","","","",NA,"3","0",7,1,5,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","06MAR1964","5","2","3","2",4,4,2,"NRP","","","",2,0,0,1,0,1,"TRIUMPH",1600,"THUNDERBIRD","CUSTOM","2","2009","2",2,1,4500,"4","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",4500,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2008","NRP","NRP","1982","NRP","","","","Motorcycle"
